image_path,blazer_color,tie_color,shoe_color,shirt_color,pant_color
./image_dataset\men_wearing_black_blazer_with_green_tie_and_grey_shoes\000005.jpg,black,green tie,grey shoes,baby pink,black
./image_dataset\men_wearing_black_blazer_with_green_tie_and_white_shoes\000001.jpg,black,green tie,white shoes,baby pink,baby pink
./image_dataset\men_wearing_black_blazer_with_green_tie_and_white_shoes\000002.jpg,black,green tie,white shoes,black,black
./image_dataset\men_wearing_black_blazer_with_green_tie_and_white_shoes\000003.jpg,black,green tie,white shoes,baby pink,Blue
./image_dataset\men_wearing_black_blazer_with_green_tie_and_white_shoes\000004.jpg,black,green tie,white shoes,black,baby pink
./image_dataset\men_wearing_black_blazer_with_green_tie_and_white_shoes\000005.jpg,black,green tie,white shoes,white,black
./image_dataset\men_wearing_black_blazer_with_grey_shoes\000001.jpg,black,,grey shoes,white,white
./image_dataset\men_wearing_black_blazer_with_grey_shoes\000002.jpg,black,,grey shoes,pale brown,baby pink
./image_dataset\men_wearing_black_blazer_with_grey_shoes\000003.jpg,black,,grey shoes,pale brown,brown
./image_dataset\men_wearing_black_blazer_with_grey_shoes\000004.jpg,black,,grey shoes,white,white
./image_dataset\men_wearing_black_blazer_with_grey_shoes\000005.jpg,black,,grey shoes,black,white
./image_dataset\men_wearing_black_blazer_with_purple_tie\000001.jpg,black,purple tie,,white,brown
./image_dataset\men_wearing_black_blazer_with_purple_tie\000002.jpg,black,purple tie,,white,white
./image_dataset\men_wearing_black_blazer_with_purple_tie\000003.jpg,black,purple tie,,beige,white
./image_dataset\men_wearing_black_blazer_with_purple_tie\000004.jpg,black,purple tie,,white,black
./image_dataset\men_wearing_black_blazer_with_purple_tie\000005.jpg,black,purple tie,,baby pink,black
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_beige_shoes\000001.jpg,black,purple tie,beige shoes,black,baby pink
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_beige_shoes\000002.jpg,black,purple tie,beige shoes,beige,baby pink
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_beige_shoes\000003.jpg,black,purple tie,beige shoes,pale brown,baby pink
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_beige_shoes\000004.jpg,black,purple tie,beige shoes,black,black
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_beige_shoes\000005.jpg,black,purple tie,beige shoes,black,baby pink
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_black_shoes\000001.jpg,black,purple tie,black shoes,baby pink,white
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_black_shoes\000002.jpg,black,purple tie,black shoes,black,black
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_black_shoes\000003.jpg,black,purple tie,black shoes,pale brown,baby pink
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_black_shoes\000004.jpg,black,purple tie,black shoes,baby pink,white
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_black_shoes\000005.jpg,black,purple tie,black shoes,baby pink,baby pink
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_brown_shoes\000001.jpg,black,purple tie,brown shoes,black,Blue
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_brown_shoes\000002.jpg,black,purple tie,brown shoes,black,baby pink
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_brown_shoes\000003.jpg,black,purple tie,brown shoes,black,Blue
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_brown_shoes\000004.jpg,black,purple tie,brown shoes,black,baby pink
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_brown_shoes\000005.jpg,black,purple tie,brown shoes,black,brown
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_grey_shoes\000001.jpg,black,purple tie,grey shoes,white,baby pink
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_grey_shoes\000002.jpg,black,purple tie,grey shoes,white,black
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_grey_shoes\000003.jpg,black,purple tie,grey shoes,pale brown,black
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_grey_shoes\000004.jpg,black,purple tie,grey shoes,black,Blue
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_grey_shoes\000005.jpg,black,purple tie,grey shoes,beige,black
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_white_shoes\000001.jpg,black,purple tie,white shoes,black,white
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_white_shoes\000002.jpg,black,purple tie,white shoes,black,brown
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_white_shoes\000003.jpg,black,purple tie,white shoes,black,brown
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_white_shoes\000004.jpg,black,purple tie,white shoes,pale brown,white
./image_dataset\men_wearing_black_blazer_with_purple_tie_and_white_shoes\000005.jpg,black,purple tie,white shoes,white,Blue
./image_dataset\men_wearing_black_blazer_with_red_tie\000001.jpg,black,red tie,,pale brown,white
./image_dataset\men_wearing_black_blazer_with_red_tie\000002.jpg,black,red tie,,pale brown,white
./image_dataset\men_wearing_black_blazer_with_red_tie\000003.jpg,black,red tie,,pale brown,brown
./image_dataset\men_wearing_black_blazer_with_red_tie\000004.jpg,black,red tie,,white,baby pink
./image_dataset\men_wearing_black_blazer_with_red_tie\000005.jpg,black,red tie,,white,brown
./image_dataset\men_wearing_black_blazer_with_red_tie_and_beige_shoes\000001.jpg,black,red tie,beige shoes,black,brown
./image_dataset\men_wearing_black_blazer_with_red_tie_and_beige_shoes\000002.jpg,black,red tie,beige shoes,pale brown,black
./image_dataset\men_wearing_black_blazer_with_red_tie_and_beige_shoes\000003.jpg,black,red tie,beige shoes,beige,white
./image_dataset\men_wearing_black_blazer_with_red_tie_and_beige_shoes\000004.jpg,black,red tie,beige shoes,white,brown
./image_dataset\men_wearing_black_blazer_with_red_tie_and_beige_shoes\000005.jpg,black,red tie,beige shoes,black,white
./image_dataset\men_wearing_black_blazer_with_red_tie_and_black_shoes\000001.jpg,black,red tie,black shoes,black,black
./image_dataset\men_wearing_black_blazer_with_red_tie_and_black_shoes\000002.jpg,black,red tie,black shoes,black,white
./image_dataset\men_wearing_black_blazer_with_red_tie_and_black_shoes\000003.jpg,black,red tie,black shoes,baby pink,brown
./image_dataset\men_wearing_black_blazer_with_red_tie_and_black_shoes\000004.jpg,black,red tie,black shoes,black,white
./image_dataset\men_wearing_black_blazer_with_red_tie_and_black_shoes\000005.jpg,black,red tie,black shoes,black,black
./image_dataset\men_wearing_black_blazer_with_red_tie_and_brown_shoes\000001.jpg,black,red tie,brown shoes,black,baby pink
./image_dataset\men_wearing_black_blazer_with_red_tie_and_brown_shoes\000002.jpg,black,red tie,brown shoes,black,white
./image_dataset\men_wearing_black_blazer_with_red_tie_and_brown_shoes\000003.jpg,black,red tie,brown shoes,beige,brown
./image_dataset\men_wearing_black_blazer_with_red_tie_and_brown_shoes\000004.jpg,black,red tie,brown shoes,black,black
./image_dataset\men_wearing_black_blazer_with_red_tie_and_brown_shoes\000005.jpg,black,red tie,brown shoes,black,brown
./image_dataset\men_wearing_black_blazer_with_red_tie_and_grey_shoes\000001.jpg,black,red tie,grey shoes,white,brown
./image_dataset\men_wearing_black_blazer_with_red_tie_and_grey_shoes\000002.jpg,black,red tie,grey shoes,black,white
./image_dataset\men_wearing_black_blazer_with_red_tie_and_grey_shoes\000003.jpg,black,red tie,grey shoes,baby pink,brown
./image_dataset\men_wearing_black_blazer_with_red_tie_and_grey_shoes\000004.jpg,black,red tie,grey shoes,white,white
./image_dataset\men_wearing_black_blazer_with_red_tie_and_grey_shoes\000005.jpg,black,red tie,grey shoes,white,baby pink
./image_dataset\men_wearing_black_blazer_with_red_tie_and_white_shoes\000001.jpg,black,red tie,white shoes,pale brown,brown
./image_dataset\men_wearing_black_blazer_with_red_tie_and_white_shoes\000002.jpg,black,red tie,white shoes,baby pink,brown
./image_dataset\men_wearing_black_blazer_with_red_tie_and_white_shoes\000003.jpg,black,red tie,white shoes,white,brown
./image_dataset\men_wearing_black_blazer_with_red_tie_and_white_shoes\000004.jpg,black,red tie,white shoes,white,Blue
./image_dataset\men_wearing_black_blazer_with_red_tie_and_white_shoes\000005.jpg,black,red tie,white shoes,black,Blue
./image_dataset\men_wearing_black_blazer_with_tie\000001.jpg,black,tie,,black,black
./image_dataset\men_wearing_black_blazer_with_tie\000002.jpg,black,tie,,black,Blue
./image_dataset\men_wearing_black_blazer_with_tie\000003.jpg,black,tie,,black,black
./image_dataset\men_wearing_black_blazer_with_tie\000004.jpg,black,tie,,black,Blue
./image_dataset\men_wearing_black_blazer_with_tie\000005.jpg,black,tie,,black,baby pink
./image_dataset\men_wearing_black_blazer_with_white_shoes\000001.jpeg,black,,white shoes,black,black
./image_dataset\men_wearing_black_blazer_with_white_shoes\000002.jpg,black,,white shoes,white,Blue
./image_dataset\men_wearing_black_blazer_with_white_shoes\000003.jpg,black,,white shoes,black,baby pink
./image_dataset\men_wearing_black_blazer_with_white_shoes\000004.jpg,black,,white shoes,black,Blue
./image_dataset\men_wearing_black_blazer_with_white_shoes\000005.jpg,black,,white shoes,white,white
./image_dataset\men_wearing_black_blazer_with_yellow_tie\000001.jpg,black,yellow tie,,black,white
./image_dataset\men_wearing_black_blazer_with_yellow_tie\000002.jpg,black,yellow tie,,beige,baby pink
./image_dataset\men_wearing_black_blazer_with_yellow_tie\000003.jpg,black,yellow tie,,black,brown
./image_dataset\men_wearing_black_blazer_with_yellow_tie\000004.jpg,black,yellow tie,,beige,brown
./image_dataset\men_wearing_black_blazer_with_yellow_tie\000005.jpg,black,yellow tie,,black,white
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_beige_shoes\000001.jpg,black,yellow tie,beige shoes,pale brown,white
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_beige_shoes\000002.jpg,black,yellow tie,beige shoes,pale brown,brown
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_beige_shoes\000003.jpg,black,yellow tie,beige shoes,baby pink,black
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_beige_shoes\000004.jpg,black,yellow tie,beige shoes,pale brown,brown
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_beige_shoes\000005.jpg,black,yellow tie,beige shoes,pale brown,Blue
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_black_shoes\000001.jpg,black,yellow tie,black shoes,black,black
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_black_shoes\000002.jpg,black,yellow tie,black shoes,black,Blue
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_black_shoes\000003.jpg,black,yellow tie,black shoes,black,white
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_black_shoes\000004.jpg,black,yellow tie,black shoes,beige,black
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_black_shoes\000005.jpg,black,yellow tie,black shoes,black,Blue
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_brown_shoes\000001.jpg,black,yellow tie,brown shoes,white,Blue
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_brown_shoes\000002.jpg,black,yellow tie,brown shoes,baby pink,black
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_brown_shoes\000003.jpg,black,yellow tie,brown shoes,pale brown,baby pink
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_brown_shoes\000004.jpg,black,yellow tie,brown shoes,baby pink,brown
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_brown_shoes\000005.jpg,black,yellow tie,brown shoes,white,Blue
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_grey_shoes\000001.jpg,black,yellow tie,grey shoes,pale brown,brown
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_grey_shoes\000002.jpg,black,yellow tie,grey shoes,beige,brown
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_grey_shoes\000003.jpg,black,yellow tie,grey shoes,white,white
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_grey_shoes\000004.jpg,black,yellow tie,grey shoes,white,brown
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_grey_shoes\000005.jpg,black,yellow tie,grey shoes,baby pink,Blue
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_white_shoes\000001.jpg,black,yellow tie,white shoes,black,white
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_white_shoes\000002.jpg,black,yellow tie,white shoes,baby pink,black
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_white_shoes\000003.jpg,black,yellow tie,white shoes,baby pink,Blue
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_white_shoes\000004.jpg,black,yellow tie,white shoes,black,white
./image_dataset\men_wearing_black_blazer_with_yellow_tie_and_white_shoes\000005.jpg,black,yellow tie,white shoes,white,white
./image_dataset\men_wearing_blazer_with_vest_with_beige_shoes\000001.jpg,,,vest with beige shoes,baby pink,brown
./image_dataset\men_wearing_blazer_with_vest_with_beige_shoes\000002.jpg,,,vest with beige shoes,white,black
./image_dataset\men_wearing_blazer_with_vest_with_beige_shoes\000003.jpg,,,vest with beige shoes,black,Blue
./image_dataset\men_wearing_blazer_with_vest_with_beige_shoes\000004.jpg,,,vest with beige shoes,white,Blue
./image_dataset\men_wearing_blazer_with_vest_with_beige_shoes\000005.jpg,,,vest with beige shoes,baby pink,brown
./image_dataset\men_wearing_blazer_with_vest_with_black_shoes\000001.jpg,,,vest with black shoes,white,black
./image_dataset\men_wearing_blazer_with_vest_with_black_shoes\000002.jpg,,,vest with black shoes,pale brown,Blue
./image_dataset\men_wearing_blazer_with_vest_with_black_shoes\000003.jpg,,,vest with black shoes,black,black
./image_dataset\men_wearing_blazer_with_vest_with_black_shoes\000004.jpg,,,vest with black shoes,black,Blue
./image_dataset\men_wearing_blazer_with_vest_with_black_shoes\000005.jpg,,,vest with black shoes,white,brown
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie\000001.jpg,,vest with blue tie,,baby pink,baby pink
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie\000002.jpg,,vest with blue tie,,black,Blue
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie\000003.jpg,,vest with blue tie,,baby pink,white
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie\000004.jpg,,vest with blue tie,,baby pink,white
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie\000005.jpg,,vest with blue tie,,white,baby pink
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_beige_shoes\000001.jpg,,vest with blue tie,beige shoes,baby pink,Blue
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_beige_shoes\000002.jpg,,vest with blue tie,beige shoes,white,white
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_beige_shoes\000003.jpg,,vest with blue tie,beige shoes,black,white
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_beige_shoes\000004.jpg,,vest with blue tie,beige shoes,pale brown,Blue
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_beige_shoes\000005.jpg,,vest with blue tie,beige shoes,baby pink,black
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_black_shoes\000001.jpg,,vest with blue tie,black shoes,baby pink,Blue
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_black_shoes\000002.jpg,,vest with blue tie,black shoes,baby pink,black
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_black_shoes\000003.jpg,,vest with blue tie,black shoes,beige,baby pink
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_black_shoes\000004.jpg,,vest with blue tie,black shoes,beige,brown
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_black_shoes\000005.jpg,,vest with blue tie,black shoes,black,baby pink
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_brown_shoes\000001.jpg,,vest with blue tie,brown shoes,pale brown,brown
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_brown_shoes\000002.jpg,,vest with blue tie,brown shoes,pale brown,white
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_brown_shoes\000003.jpg,,vest with blue tie,brown shoes,beige,white
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_brown_shoes\000004.jpg,,vest with blue tie,brown shoes,black,white
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_brown_shoes\000005.jpg,,vest with blue tie,brown shoes,beige,black
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_grey_shoes\000001.jpg,,vest with blue tie,grey shoes,black,brown
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_grey_shoes\000002.jpg,,vest with blue tie,grey shoes,black,white
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_grey_shoes\000003.jpg,,vest with blue tie,grey shoes,pale brown,Blue
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_grey_shoes\000004.jpg,,vest with blue tie,grey shoes,pale brown,brown
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_grey_shoes\000005.jpg,,vest with blue tie,grey shoes,beige,brown
./image_dataset\men_wearing_blazer_with_vest_with_blue_tie_and_white_shoes\000001.jpg,,vest with blue tie,white shoes,black,black
